toolCode,sectionTitle,indicatorCode,prompt,type,options,stages,isQualitative
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0069,Requests toilet.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0070,Requests help appropriately.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0071,Says yes or no appropriately.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0072,Greets familiar people.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0073,Responds to greetings.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0074,Introduces self by name.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0075,Identifies parents or caregivers.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0076,Expresses pain or discomfort.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0077,Expresses likes and dislikes.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0078,Follows one-step instructions.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0079,Follows two-step instructions.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNICATION FOR DAILY LIVING,FSIC-0080,Answers simple questions.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0081,Picks up toys after play.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0082,Returns toys to correct place.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0083,Places books on shelves.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0084,Carries lightweight objects.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0085,Helps wipe tables.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0086,Helps clean simple spills.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0087,Places dirty clothes in laundry.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0088,Helps arrange cushions or chairs.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0089,Throws garbage into bin.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0090,Assists in setting the table.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,HOME PARTICIPATION,FSIC-0091,Helps carry groceries when appropriate.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0092,Walks independently indoors.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0093,Walks safely outdoors with supervision.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0094,Climbs stairs safely.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0095,Descends stairs safely.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0096,Avoids obstacles while walking.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0097,Jumps with balance.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0098,Carries personal belongings.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0099,Sits independently.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0100,Stands independently.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0101,Moves between rooms independently.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,MOBILITY & PHYSICAL INDEPENDENCE,FSIC-0102,Maintains balance on uneven surfaces.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0103,Recognizes hot objects.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0104,Recognizes sharp objects.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0105,Avoids electrical sockets.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0106,Avoids dangerous chemicals.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0107,Avoids putting unsafe objects in mouth.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0108,"Stops when instructed ""Stop.""",SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0109,"Waits when instructed ""Wait.""",SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0110,Holds caregiver's hand while crossing roads.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0111,Identifies trusted adults.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0112,Avoids strangers when instructed.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,SAFETY & RISK AWARENESS,FSIC-0113,Seeks help when frightened.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNITY PARTICIPATION,FSIC-0114,Walks appropriately in public places.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNITY PARTICIPATION,FSIC-0115,Remains with caregiver during outings.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNITY PARTICIPATION,FSIC-0116,Waits in simple queues.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNITY PARTICIPATION,FSIC-0117,Participates in family outings.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNITY PARTICIPATION,FSIC-0118,Recognizes home.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNITY PARTICIPATION,FSIC-0119,Recognizes school or daycare.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNITY PARTICIPATION,FSIC-0120,Identifies familiar community places.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNITY PARTICIPATION,FSIC-0121,Uses simple manners in public.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNITY PARTICIPATION,FSIC-0122,Follows basic public behaviour expectations.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,COMMUNITY PARTICIPATION,FSIC-0123,Participates appropriately during shopping trips.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,EXECUTIVE FUNCTIONAL INDEPENDENCE,FSIC-0124,Starts familiar tasks independently.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,EXECUTIVE FUNCTIONAL INDEPENDENCE,FSIC-0125,Completes simple tasks once started.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,EXECUTIVE FUNCTIONAL INDEPENDENCE,FSIC-0126,Follows daily routine.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,EXECUTIVE FUNCTIONAL INDEPENDENCE,FSIC-0127,Transitions between activities smoothly.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,EXECUTIVE FUNCTIONAL INDEPENDENCE,FSIC-0128,Returns to unfinished task after interruption.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,EXECUTIVE FUNCTIONAL INDEPENDENCE,FSIC-0129,Follows visual schedule when provided.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,EXECUTIVE FUNCTIONAL INDEPENDENCE,FSIC-0130,Organizes materials before activity.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,EXECUTIVE FUNCTIONAL INDEPENDENCE,FSIC-0131,Cleans workspace after activity.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,EXECUTIVE FUNCTIONAL INDEPENDENCE,FSIC-0132,Persists despite small mistakes.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,EXECUTIVE FUNCTIONAL INDEPENDENCE,FSIC-0133,Accepts minor changes in routine.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,WAITING & SELF-REGULATION,FSIC-0134,Waits for preferred item briefly.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,WAITING & SELF-REGULATION,FSIC-0135,Waits for turn during games.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,WAITING & SELF-REGULATION,FSIC-0136,Waits in queue with support.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,WAITING & SELF-REGULATION,FSIC-0137,Accepts delayed gratification.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,WAITING & SELF-REGULATION,FSIC-0138,"Accepts ""No"" appropriately.",SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,WAITING & SELF-REGULATION,FSIC-0139,Controls impulsive grabbing.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,WAITING & SELF-REGULATION,FSIC-0140,Remains seated when expected.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,WAITING & SELF-REGULATION,FSIC-0141,Recovers from disappointment.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,WAITING & SELF-REGULATION,FSIC-0142,Calms down after frustration.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,WAITING & SELF-REGULATION,FSIC-0143,Transitions without prolonged distress.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,RESPONSIBILITY & CARE OF BELONGINGS,FSIC-0144,Carries own school bag.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,RESPONSIBILITY & CARE OF BELONGINGS,FSIC-0145,Keeps belongings in designated place.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,RESPONSIBILITY & CARE OF BELONGINGS,FSIC-0146,Returns borrowed items.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,RESPONSIBILITY & CARE OF BELONGINGS,FSIC-0147,Handles toys carefully.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,RESPONSIBILITY & CARE OF BELONGINGS,FSIC-0148,Avoids damaging materials.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,RESPONSIBILITY & CARE OF BELONGINGS,FSIC-0149,Reports broken items.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,RESPONSIBILITY & CARE OF BELONGINGS,FSIC-0150,Recognizes ownership of personal belongings.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,RESPONSIBILITY & CARE OF BELONGINGS,FSIC-0151,Packs away personal items after use.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0152,Engages in pretend play.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0153,Participates in parallel play.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0154,Participates in cooperative play.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0155,Shares toys appropriately.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0156,Takes turns during games.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0157,Follows simple game rules.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0158,Completes puzzles.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0159,Builds with blocks purposefully.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0160,Uses toys appropriately.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0161,Sustains play for 10-15 minutes.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,FUNCTIONAL PLAY & LEISURE,FSIC-0162,Cleans up after play.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,CHOICE MAKING & SELF-ADVOCACY,FSIC-0163,Chooses between two activities.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,CHOICE MAKING & SELF-ADVOCACY,FSIC-0164,Chooses preferred food appropriately.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,CHOICE MAKING & SELF-ADVOCACY,FSIC-0165,Chooses preferred toy independently.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,CHOICE MAKING & SELF-ADVOCACY,FSIC-0166,Expresses preferences verbally or non-verbally.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,CHOICE MAKING & SELF-ADVOCACY,FSIC-0167,Requests breaks when needed.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,CHOICE MAKING & SELF-ADVOCACY,FSIC-0168,Requests assistance appropriately.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,CHOICE MAKING & SELF-ADVOCACY,FSIC-0169,Refuses unsafe situations.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,CHOICE MAKING & SELF-ADVOCACY,FSIC-0170,Indicates discomfort or pain.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,ROUTINE FOLLOWING & TRANSITION,FSIC-0171,Follows morning routine.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,ROUTINE FOLLOWING & TRANSITION,FSIC-0172,Follows bedtime routine.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,ROUTINE FOLLOWING & TRANSITION,FSIC-0173,Understands first-then concepts.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,ROUTINE FOLLOWING & TRANSITION,FSIC-0174,Moves from one task to another with minimal prompts.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,ROUTINE FOLLOWING & TRANSITION,FSIC-0175,Completes activities before starting new ones.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,ROUTINE FOLLOWING & TRANSITION,FSIC-0176,Understands daily schedules.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,ROUTINE FOLLOWING & TRANSITION,FSIC-0177,Follows classroom routines.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,ROUTINE FOLLOWING & TRANSITION,FSIC-0178,Adapts to small routine changes.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,TASK PERSISTENCE & WORK HABITS,FSIC-0179,Remains engaged until activity completion.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,TASK PERSISTENCE & WORK HABITS,FSIC-0180,Returns to task after distraction.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,TASK PERSISTENCE & WORK HABITS,FSIC-0181,Continues despite mistakes.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,TASK PERSISTENCE & WORK HABITS,FSIC-0182,Attempts difficult tasks before seeking help.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,TASK PERSISTENCE & WORK HABITS,FSIC-0183,Accepts correction positively.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,TASK PERSISTENCE & WORK HABITS,FSIC-0184,Repeats task to improve performance.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,TASK PERSISTENCE & WORK HABITS,FSIC-0185,Demonstrates curiosity to learn.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,TASK PERSISTENCE & WORK HABITS,FSIC-0186,Shows pride after task completion.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,TASK PERSISTENCE & WORK HABITS,FSIC-0187,Participates consistently in structured activities.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,TASK PERSISTENCE & WORK HABITS,FSIC-0188,Completes assigned responsibilities appropriate for age.,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,EARLY_CHILDHOOD,false
FSIC,Personal Hygiene,FSIC-0189,Uses soap appropriately while washing hands,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Personal Hygiene,FSIC-0190,Dries hands completely after washing,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Personal Hygiene,FSIC-0191,Washes face independently every morning,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Personal Hygiene,FSIC-0192,Brushes teeth without reminders,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Personal Hygiene,FSIC-0193,Applies toothpaste appropriately,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Personal Hygiene,FSIC-0194,Brushes for an adequate duration,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Personal Hygiene,FSIC-0195,Stores toothbrush properly,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Personal Hygiene,FSIC-0196,Blows nose and disposes tissue appropriately,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Personal Hygiene,FSIC-0197,Covers mouth while coughing or sneezing,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Personal Hygiene,FSIC-0198,Requests hygiene products when required,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Bathing and Grooming,FSIC-0199,Washes all body parts appropriately,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Bathing and Grooming,FSIC-0200,Uses soap independently,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Bathing and Grooming,FSIC-0201,Applies oil or lotion if needed,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Bathing and Grooming,FSIC-0202,Recognizes need for grooming before outings,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Bathing and Grooming,FSIC-0203,Maintains neat appearance throughout the day,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Toileting,FSIC-0204,Recognizes need to use the toilet in advance,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Toileting,FSIC-0205,Uses toilet independently in unfamiliar places,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Toileting,FSIC-0206,Flushes toilet consistently,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Toileting,FSIC-0207,Uses public toilets appropriately,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Eating and Mealtime Skills,FSIC-0208,"Uses spoon, fork, and cup correctly",SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Eating and Mealtime Skills,FSIC-0209,Requests additional food politely,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
FSIC,Eating and Mealtime Skills,FSIC-0210,Washes hands after meals,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,PRE_SKILL,false
